,timestep,Type,Status,Symbol,Size,Executed_size,Price,Executed Price,ID
0,2023-10-30 23:09:34.813857,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.03,100.05496666666669,34752b57-e021-4149-981d-c29fd8cf1ed2
1,2023-10-30 23:09:35.815678,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.99000000000001,100.04299999999998,bd13c60a-cf0b-4b01-b4e6-b3d9afd489cb
2,2023-10-30 23:09:36.817318,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.99000000000001,100.0383,51d4f248-6f2c-491e-9f90-fc18b85d30af
3,2023-10-30 23:09:37.819084,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.03,100.042,3624b049-2e34-4a75-b980-b555c4e58472
4,2023-10-30 23:09:38.821019,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.08,100.08183333333331,b7e31ee8-ae81-4e63-b45f-4f415aa59210
5,2023-10-30 23:16:19.837974,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.07000000000001,100.11049999999999,6c77ec02-8eda-4405-b53a-b388491848a4
6,2023-10-30 23:16:20.839898,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.03,100.10103333333333,aa33041a-ba09-405b-b06e-fe52e448f359
7,2023-10-30 23:16:21.841823,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.08,100.09463333333333,370203a7-6718-4985-a3c4-1cbe67e2d028
8,2023-10-30 23:16:22.843753,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.02,100.07413333333332,656c2549-cd00-42aa-be7e-7acbe3945ab2
9,2023-10-30 23:16:23.845177,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.96386666666665,9025dce0-8458-4237-90e9-6677a91c98c5
10,2023-10-30 23:23:04.946824,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.03,100.10999999999997,8893b2d4-5a82-4dbf-9004-c5931efc04da
11,2023-10-30 23:23:05.948150,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.11,100.11156666666668,8b234ae9-ed40-4630-830f-2c9c06ce2bad
12,2023-10-30 23:23:06.950697,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.08,100.1,858f5d0f-7326-4580-b3df-787478f889d8
13,2023-10-30 23:23:07.952584,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,100.06639999999999,256fdb07-a417-4f4a-b09b-9448b15b7d02
14,2023-10-30 23:23:08.954612,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,99.97043333333332,3c603cff-ca78-4d1a-9da7-829f758f27dc
15,2023-10-30 23:29:50.026552,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.12,100.14276666666667,14224845-9316-4a49-beb3-1366b3570d58
16,2023-10-30 23:29:51.028622,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.11,100.14,b844c166-19e9-4e7c-9bcf-a972b14bb49d
17,2023-10-30 23:29:52.030716,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.12,100.14146666666667,27e58555-f035-4d82-ad23-d2d4de6e54c3
18,2023-10-30 23:29:53.032717,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.11,100.1321,88652ede-8029-4ab2-b375-e5e5e6a22737
19,2023-10-30 23:29:54.034700,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.11,100.13100000000001,82dd6d8b-c1ee-4a93-9c07-7914ab602d48
20,2023-10-30 23:36:35.048498,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.12,100.19270000000002,aaccf543-ed64-4d31-8612-0d07cc816e8a
21,2023-10-30 23:36:36.052799,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.08,100.16999999999997,295693c8-9a59-40df-8017-ab984dd6bab7
22,2023-10-30 23:36:37.054802,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.09,100.1606,5d033315-75f0-4261-b32b-4be0615a7d00
23,2023-10-30 23:36:38.056720,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.11,100.11283333333333,5fa3aa59-5821-4fb2-9516-bb8b9b450355
24,2023-10-30 23:36:39.058680,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.11,100.11,2dbf02d9-80ff-4772-94d0-f8ff12cabe72
25,2023-10-30 23:43:20.158288,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.99000000000001,100.07166666666666,e4eec6cb-ec04-4061-affa-62292c44306e
26,2023-10-30 23:43:21.159457,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.05,100.06909999999998,1f982091-a8b4-41bd-904c-e977d7342acc
27,2023-10-30 23:43:22.161349,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.96000000000001,100.05823333333332,2a506976-485b-44e5-b1d6-157795d7ba92
