,BA_spead,last_traded_price,Smart_price,Liquidity_imb,market_cost,remained_shares,remained_time,reward,order_type,is_buy,premium,obj_price,base_price,executed,done
2030,0.010000000000019327,0.17361000000000001,0.17360727272727272,-0.051,0.0005107999999999606,1.0,1.0,0.0,Type.LIMIT_SELL,False,0.01,173.63,173.62,0,False
2031,0.009999999999990905,0.17361000000000001,0.17361633333333332,-0.068,0.0005108299999999986,1.0,0.0,-0.3,Type.MARKET_SELL,False,0.01,173.62,173.61,1,True
2032,0.009999999999990905,0.17361000000000001,0.17361633333333332,0.068,0.0005308599999999615,1.0,1.0,1.2,Type.LIMIT_BUY,True,0.01,173.62,173.63,1,True
2033,0.009999999999990905,0.17362,0.17362108108108107,-0.037,0.0010217199999999593,2.0,1.0,0.0,Type.LIMIT_SELL,False,0.01,173.64,173.63,0,False
2034,0.010000000000019327,0.17361000000000001,0.17360193548387096,0.061,0.0010215999999999212,2.0,0.0,-0.6,Type.MARKET_SELL,False,0.01,173.6,173.59,2,True
2035,0.010000000000019327,0.17361000000000001,0.17360193548387096,-0.061,0.0010616600000000176,2.0,1.0,2.4,Type.LIMIT_BUY,True,0.01,173.60000000000002,173.61,2,True
2036,0.010000000000019327,0.1736,0.17360055555555556,0.071,0.0015323999999998818,3.0,1.0,3.6,Type.LIMIT_SELL,False,0.01,173.6,173.59,3,True
2037,0.009999999999990905,0.1736,0.17359892857142858,0.038,0.0015923999999999125,3.0,1.0,3.6,Type.LIMIT_BUY,True,0.01,173.59,173.6,3,True
2038,0.009999999999990905,0.1736,0.17359518518518519,-0.018,0.002043079999999918,4.0,1.0,4.8,Type.LIMIT_SELL,False,0.01,173.59,173.58,4,True
2039,0.009999999999990905,0.1736,0.17359414634146342,0.034,0.0021231999999998833,4.0,1.0,3.6,Type.LIMIT_BUY,True,0.01,173.60000000000002,173.61,3,False
