Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
2015-03-26,123.38,80.11,148.23,79.86,27.46,105.67,105.0,46.83,187.35,113.68,159.2,29.89,100.34,59.61,40.45,98.14,162.7,58.26,41.46,49.495,34.3,83.01,107.61,116.54,116.46,65.73,48.73,85.88,81.32,84.86
2015-03-27,124.24,78.48,148.17,79.88,27.09,105.25,105.24,46.86,187.24,112.37,160.59,30.08,100.14,59.54,40.35,97.64,162.59,57.6,41.21,49.665,34.16,82.15,106.83,116.25,116.04,65.59,48.42,84.44,81.89,84.32
2015-03-30,123.25,77.97,148.85,79.67,27.13,104.28,105.48,47.76,188.06,113.86,160.4,32.0,100.34,59.55,40.08,96.96,163.5,57.75,40.97,49.94,34.53,82.31,107.13,118.01,116.9,65.54,48.56,85.29,81.35,83.58
2015-03-31,126.37,78.05,152.7,81.37,27.65,106.9,106.12,48.68,191.02,114.63,162.67,31.46,101.55,60.96,40.51,97.88,166.05,58.34,40.96,50.445,35.0,82.72,109.64,121.0,118.83,65.66,49.12,85.99,82.53,85.63
2015-04-01,124.43,78.12,150.08,80.03,27.525,104.98,104.89,47.98,187.97,113.61,160.5,31.27,100.6,60.58,40.55,97.44,164.95,57.48,40.655,50.165,34.79,81.94,108.13,118.29,117.2,65.41,48.63,84.68,82.25,85.0
2015-04-02,124.25,78.93,148.64,79.64,27.25,104.79,105.44,47.9,192.23,113.13,159.18,30.81,99.15,59.95,40.68,96.29,162.52,56.86,40.72,49.775,34.33,82.32,107.11,117.45,115.92,65.18,48.92,84.26,80.71,84.46
2015-04-06,125.32,79.7,149.28,80.24,27.13,105.28,106.0,48.24,191.55,114.54,160.45,30.81,99.64,60.52,40.68,95.83,162.8,57.1,40.29,49.83,34.38,82.43,107.74,117.36,117.13,65.29,49.47,85.97,80.73,84.3
2015-04-07,127.35,79.63,150.93,81.49,27.22,106.92,105.63,48.68,192.05,114.95,162.04,31.04,99.16,60.47,41.17,96.28,165.48,57.18,41.545,49.865,34.48,83.04,108.13,117.7,117.86,65.2,49.63,88.01,80.99,85.13
2015-04-08,126.01,78.33,152.32,80.54,27.39,108.54,105.43,48.52,192.39,114.3,162.07,31.26,100.1,60.85,41.01,96.35,166.21,57.43,41.53,49.805,34.54,82.39,107.34,117.35,117.49,65.8,49.27,87.28,80.5,85.75
2015-04-09,125.6,78.69,153.36,80.44,27.55,106.66,106.36,48.37,192.56,115.59,161.85,31.31,100.16,61.05,40.89,96.85,166.27,57.15,41.42,50.42,34.64,82.77,107.34,118.19,117.84,66.5,49.13,87.68,81.03,84.06
2015-04-10,126.56,79.16,153.42,80.68,27.625,106.95,106.77,48.74,194.89,114.57,162.34,31.24,101.33,61.47,41.05,96.55,166.79,57.43,41.48,50.36,35.03,82.89,107.3,118.55,117.88,66.44,49.01,92.62,80.84,84.65
2015-04-13,127.1,79.59,154.38,82.6,28.04,106.91,106.95,48.39,195.64,115.24,162.86,31.93,102.06,61.7,40.88,97.8,167.07,57.25,41.72,49.985,35.44,83.35,107.65,119.0,118.46,66.34,49.22,92.02,80.65,85.56
2015-04-14,126.85,79.27,153.24,82.14,27.98,106.5,106.51,48.27,195.58,114.44,162.38,31.73,100.55,62.07,40.7,97.44,165.84,56.73,41.76,49.635,35.09,83.43,107.87,119.37,117.41,65.61,49.04,91.71,80.29,85.34
2015-04-15,126.3,79.49,153.21,83.0,27.81,108.84,106.66,48.83,197.72,114.05,162.3,31.49,100.52,63.04,40.51,97.58,165.99,57.76,41.65,49.765,35.03,83.6,107.79,119.92,117.69,65.53,49.18,91.98,80.15,86.63
2015-04-16,126.78,79.75,152.43,85.16,28.25,110.41,106.98,50.11,201.1,113.45,164.13,32.83,100.6,64.21,40.4,96.44,166.44,58.45,42.255,49.915,35.21,83.51,108.08,117.32,117.87,65.68,49.39,91.54,79.74,88.08
2015-04-17,126.17,80.91,151.97,84.34,28.6,110.16,108.1,49.75,200.21,113.37,163.13,32.87,99.79,63.81,40.6,95.63,165.89,57.84,42.16,49.95,35.19,83.5,108.67,121.6,117.48,65.65,49.27,89.52,79.24,87.73
2015-04-20,124.75,77.32,149.6,83.28,27.915,109.11,106.69,49.66,197.35,112.1,160.67,32.47,99.58,62.84,40.3,94.88,161.71,56.88,41.615,49.275,35.04,82.53,105.4,118.71,115.11,64.52,48.9,86.96,77.88,86.93
2015-04-21,127.6,77.23,152.67,84.6,28.48,110.29,108.22,50.09,198.1,112.86,166.16,32.73,100.21,63.24,40.66,96.18,164.51,57.61,42.905,49.995,35.01,82.87,106.14,118.58,116.51,64.72,49.38,87.12,78.14,87.24
