Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
2015-03-17,11452328,1131333,646986,1572550,5711209,1806625,1384041,1571592,390635,1003036,960052,6068917,1965893,3088198,6780761,1227991,837466,3152268,9174348,1663548,4848641,2087905,495590,738426,766000,2341424,4612933,1317655,1389780,3135020
2015-03-18,22056578,1796476,1015206,2977967,10149013,2629055,1839278,1907521,836117,1343301,2052313,11728100,2528763,3659418,6564016,1855198,1038733,3758710,13742771,2383552,6772855,2627083,819390,1256772,2168273,26420504,3596693,1793851,2664237,6478403
2015-03-19,12448927,1338257,632178,1332079,8087080,2338056,2025525,1733407,646084,1165973,1115186,7219516,2561827,3400822,4750853,1130255,790703,3220623,12539455,3085026,6047443,3520582,430471,1249753,1003457,3773799,3195538,1888751,1756548,4153583
2015-03-20,33187344,4097436,2316037,4333019,19699775,5665397,4403892,5888783,1608951,3500724,5443171,28929615,6289439,8046401,17851384,4369286,2706364,11216546,42407518,8689062,28047846,12745545,2347141,3533884,4813284,6770581,13988473,16841452,4623123,20338368
2015-03-23,9774471,1572521,793912,1327503,5606520,1816932,1586053,1436266,413956,1145072,1660074,9496900,3574351,3891381,4015563,1791429,835968,2372049,8244024,2260794,8945047,3187782,495707,1355459,1095331,2232453,3510313,2140720,1517090,5038458
2015-03-24,8172851,1328495,974893,1333801,7427177,2174458,1417301,1920232,499992,1169319,913146,7094191,2362159,3504186,3739739,1976423,743961,3744279,8460169,2585688,6117378,1880987,383417,969936,1632230,1302377,4045286,1645103,1416208,2882514
2015-03-25,14311698,2263046,1041050,1221342,7512306,2356459,2087884,1555340,590415,1293992,1394777,9613961,2593508,3837077,5001446,1540989,916349,2814026,12113386,1861358,4683894,1813530,458529,856990,1324132,3041109,3469974,1396794,1877599,3897015
2015-03-26,13684665,3080464,895191,989156,17113063,1973494,1886786,2466155,697232,1569506,1014733,11678407,4546354,3438198,4406654,3068357,667935,3954095,10506449,2571868,4944701,2112844,388668,814083,1222977,1758945,3741529,1915419,2211536,4487913
2015-03-27,11052828,2106047,614572,1952387,5773032,1968922,1720885,3580572,404342,1144879,918846,20203961,2198610,3821756,4163694,1635360,566967,2933860,10639962,1378506,6067005,1921014,400717,804232,925294,1478428,3885651,1330570,1572449,3391369
2015-03-30,11815527,1880589,890045,1350660,8920269,2105166,1274744,2341321,682886,1005190,885805,13593304,1925153,4929798,3281910,1246642,578698,2691917,9690839,1592746,6048342,1967837,453584,1250017,766689,5591943,3380931,1037965,1417300,4160962
2015-03-31,12322615,1724146,959000,1554271,10470018,2471346,2105429,2133445,788270,1569908,1139331,10995988,2708395,5820655,5084053,1837021,738241,3677590,12327604,2462760,7372276,3257703,700048,1510991,1272473,2551186,4157371,1386336,1956938,4172419
2015-04-01,11507499,1841940,900144,1242234,6927403,1866647,2247896,1685736,823315,1020914,895035,9194065,2844344,3901681,4199908,1592589,745299,3206154,11133180,1888624,6856111,2118459,599512,1084742,1094051,3128320,3447337,1181889,2161333,3422360
2015-04-02,8994806,1513668,723014,1042782,5348658,1567093,1274592,1318580,578097,1034065,1174492,5641128,1785923,3525269,4466219,1720228,476689,2464049,11439994,1480204,8446236,1785930,315134,773984,1620750,1345600,3057734,928177,1737105,3093137
2015-04-06,9052326,999987,893052,1304439,5970161,2091226,1558112,2120757,393316,1145358,926113,7633089,3702039,3538493,6311339,1798616,626050,5137670,12606143,2249740,6649240,2193958,278748,817672,771282,3523578,4207540,1722052,2101173,3521761
2015-04-07,9543366,1365398,674340,998284,4616785,2727306,1480077,1487910,422511,802462,933666,5956857,2128866,3009603,2436608,1036734,727418,2601558,8001569,1123290,2973094,1533815,380858,548759,662235,2406633,2588493,1351137,1637174,2816285
2015-04-08,9242347,1405434,455889,992813,4639268,2167656,1464838,1393966,497860,1092407,525524,5224603,2190794,2643244,2689274,1169025,505574,4021480,8262239,1868430,5015835,1505432,503350,703857,708926,1533582,4113500,1700389,1696537,3959817
2015-04-09,7963807,993652,865117,1311668,5793095,1596876,1162229,1325897,426721,1284138,642078,10634885,2269041,2979793,2879680,1245188,584680,2442881,7584380,1410684,7574716,1615481,364978,577132,532202,1094105,2729839,2842043,1264829,3059972
2015-04-10,9184147,868102,691375,1585453,6036834,1350773,1017660,1692639,414471,1102737,765361,6624947,1816803,2269210,2438732,1742150,488492,3255715,6895146,1570402,5700630,2039215,1090971,560282,531454,1159388,2247002,1596576,1321067,3093449
2015-04-13,9349593,943472,521986,1200817,7621707,1482877,1077678,1140167,495128,804954,1906261,6998953,2674014,3947406,2315554,1081525,530309,2517599,10037460,1664732,16150057,2735150,578392,744681,1117722,1827069,4069282,1883390,1054693,2929662
2015-04-14,6285912,1015113,451637,1464254,5744522,1909446,1550904,1488792,768196,1089100,576300,9570100,2407803,5548042,2959002,821185,579948,3578578,6978868,1388996,3911055,1799519,429581,793310,672856,1179024,3302638,1024527,1263066,3764768
2015-04-15,7341195,2025443,703997,1968888,8816395,2131797,1557114,3077067,798229,1236975,1140201,14754618,2325646,6871132,3603426,1592059,641435,3149665,9023585,1718988,10664146,2654187,508776,1554546,948157,1384828,3476213,1189594,1761276,4008525
2015-04-16,6564909,1676378,516454,1620080,7880080,1611852,1828590,1963763,951927,1281659,987940,7691128,2047529,5126575,3427528,1276509,523826,1891307,9249704,1237212,4677703,2482862,487349,1429250,1000724,1031830,2854102,2104257,1908623,2562001
2015-04-17,12699664,4358838,1094503,1396261,12706743,2092292,2545883,1652625,933762,1894162,1289903,9852915,3074643,5121082,4364333,1929813,1028075,3882328,14571970,2157958,7777034,3295571,1266731,1264559,1481327,2364641,5073159,2719053,3252663,4399259
2015-04-20,12969452,1515365,675797,873762,6852157,2471171,3543997,1441330,461573,1424693,1330766,7055453,1736180,2700694,2931460,1130079,817900,2049987,12562745,1686080,4070176,2162042,953983,985904,1071009,1355517,4014573,2200291,3057761,3746233
2015-04-21,7914373,1161407,713167,1189369,6950940,1639666,1656738,1355278,374392,1041581,1947047,4778123,1688216,3314653,4232500,1424711,522380,2216172,8029531,1670036,4654086,2072679,965311,695402,939444,4625707,8082062,1209031,1670871,2725142
2015-04-22,10170492,1465243,1282415,1470748,5103423,1552570,1268719,2735649,476410,1759826,864458,6561302,1724436,4087857,5416899,3323450,599566,2513547,6962871,1158200,3490073,1837919,851075,841241,670273,3004994,4055134,1142099,2611152,2750560
2015-04-23,11433051,1332788,848459,3132564,7231723,1565993,1559774,2696305,387547,1153738,1565550,7368128,2046456,3279694,5686586,1587673,1405856,2405630,12963754,1752236,5019083,2894241,842661,1004559,735903,1529547,4739730,1035966,1796123,3695702
