Attributes,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,,Dates,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,Dates,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,Dates,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,,Dates,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2018-04-25,162.94,100.44,329.06,144.44,43.74,122.54,99.46,63.18,242.49,176.26,145.56,51.45,126.19,110.41,43.07,157.32,201.13,60.09,93.12,66.97,37.06,72.5,132.88,234.22,122.1,121.27,49.67,65,86.53,78.35,,4/25/2018,165.415,100,344.91,147.58,43.98,122.9,101.49,63.745,242.19,178.07,146,52.1,126.84,110.51,42.86,157.26,201.24,59.92,93.3,67,37.03,72.74,133.27,235.1,123,121.34,50.16,66.23,87.695,79.61,,4/25/2018,162.44,97.9,330.55,142.17,42.75,121.14,99.05,62.44,237.51,174.59,144.13,50.61,125.29,108.6,41.91,155.02,197.01,58.925,90.29,66.25,36.51,71.95,131.43,230.46,119.37,119.4,49.24,64.41,85.92,77.49,,4/25/2018,162.62,100,339.21,143.83,43.8,122.39,99.48,63.34,242.19,175.68,145.79,51.87,125.91,110.39,42.74,157.09,201.04,59.82,93.14,66.84,36.91,72.26,131.91,233.45,122.28,120.78,50,64.99,86.32,78.09,,4/25/2018,8768055,1208416,1573796,1590552,6937604,1312050,2530707,1788767,1220864,1243532,2305320,7451759,1851558,3719818,4463279,906321,1449840,3065246,10662198,1270504,7345414,3640681,424389,748517,970356,1815064,4236908,1507678,1713031,4217315
2018-04-26,163.65,98.78,342.86,145.19,43.71,122.72,101.15,63.64,239.23,177.39,145.94,51.38,126.76,109.99,42.43,155.94,198.84,59.63,92.31,66.67,36.68,72.3,132.22,234.9,121.45,121.21,50.1,65.95,87.17,79.5,,4/26/2018,165.72,100.51,345.63,147.4,44.48,124.3,101.34,64.64,241.66,185.91,147.36,53.27,129.22,110.82,43.093,159.45,199.54,60.08,95.15,68.28,37.095,73,133.33,237.83,124.21,127.59,50.04,67.14,88.3,80.9,,4/26/2018,163.38,98.59,338.53,144.04,43.44,122.31,99.74,63.58,238.01,178.21,146.2,52.07,126.62,109.34,42.26,155.67,196.17,59.11,93.1,66.67,36.75,72.37,131.53,234.62,120.95,123.85,49.45,65.87,86.98,79.55,,4/26/2018,164.06,98.85,344.51,145.25,43.84,122.67,101.15,63.8,239.27,178.36,146.6,52.35,126.62,109.68,42.4,156.46,198.29,59.8,93.57,66.78,36.76,72.59,132.34,235.73,121.5,125.26,49.6,66.08,87.17,79.56,,4/26/2018,8814041,866087,981269,1330747,7255841,1924753,2207076,3760755,724194,2035026,1080505,12092307,3204617,2490101,3733854,891874,922094,3546482,13578350,1250057,6574521,3166787,485990,675920,899944,2530344,2995268,1488006,1461187,4919916
2018-04-27,164.22,100.23,342.79,146.31,44.21,124.22,99.84,64.04,240.09,185.72,146.72,53.05,128.01,110.1,42.75,158.9,197.09,59.41,94.26,68.05,36.85,72.75,132.95,237.03,122.82,127.08,49.76,66.74,87.94,80.86,,4/27/2018,164.27,100.25,342.92,146.58,45.34,127.05,99.99,64.97,241.87,187.02,147.22,55.78,128.78,110.15,43.335,159.77,197.08,59.64,97.9,70,37.11,73.08,133.72,240.54,122.75,127.05,51.685,67.88,87.9,78.65,,4/27/2018,160.63,98.94,337.785,144.17,44.36,124.68,98.95,63.66,239.07,183.87,145.67,52.23,127.5,109.15,42.71,158.21,194.41,59.31,93.91,68.49,36.7,72.22,132.34,237.3,121.01,125.39,50.18,66.41,87.08,77.41,,4/27/2018,164.07,100.03,341.25,145.61,44.5,125.53,99.76,63.96,240,185.33,146.73,55.41,127.73,109.51,42.77,159.48,196.64,59.4,97.5,68.5,36.77,72.48,132.34,237.63,121.92,126.63,50.25,66.56,87.87,77.47,,4/27/2018,10224988,486213,612374,874676,6529579,1931022,1995911,1876641,569971,1465348,652348,13443646,1217341,2188431,2623750,723463,807062,2002484,13674490,1639358,4433912,2223231,329646,647100,704909,1576866,4498148,925500,1871955,4097311
2018-04-30,162.32,99.61,340.88,144.72,44.71,126.62,99.23,64.32,239.8,186.46,146.48,52.73,128.27,109.4,43.31,158.3,196.12,59.47,95.82,69.56,37,72.81,133.19,240.18,122.46,126.01,51.57,67.11,87.29,77.79,,4/30/2018,167.25,100.36,342.5,146.2,45.17,127.9,101.37,64.89,243.04,187.79,147.3,53.37,128.98,110.3,43.685,167.95,198.34,59.98,96.34,69.81,37.18,72.91,134.34,241,122.64,127.89,51.65,67.74,89.65,78.55,,4/30/2018,161.84,98.74,333.4,143.6,44.28,125.05,100.15,63.24,238.24,184.8,144.96,51.21,126.49,108.75,42.98,163.76,194.18,58.87,93.15,68.39,36.4,72.16,131.48,236.4,120.15,126.7,49.34,66.22,87.95,77.74,,4/30/2018,162.19,100,341.17,145.21,44.92,127.09,100.32,64.73,240.97,187.19,146.86,52.56,128.93,109.75,43.5,164.9,196.93,59.65,96.24,69.58,37.13,72.86,133.88,241,122.53,126.74,51.54,67.53,87.98,77.98,,4/30/2018,11884243,959135,796643,1064294,7510627,2448068,2483628,2449217,915022,1267496,1448714,9990643,3235940,3883372,5278264,2323175,1296166,3662690,13908265,2026336,9365377,3627688,656188,1361555,1178315,2892982,7419346,2150222,2640432,4998004
2018-05-01,165.26,98.75,333.56,144.36,44.29,125.11,100.33,63.24,238.33,184.8,144.96,51.62,126.49,108.78,43.21,167.44,194.39,58.87,93.52,68.39,36.61,72.34,131.6,236.4,120.15,126.88,49.35,66.45,88.46,77.75,,5/1/2018,169.2,98.74,333.27,144.42,44.95,124.92,100.7,63.23,237.52,184.72,145.02,53.42,126.59,108.96,42.98,166.5,195.52,59.2,95.29,68.21,36.045,72.33,131.56,237.44,120.26,127.56,49.64,66.22,88,77.22,,5/1/2018,165.27,97.3,324.3,140.31,43.86,123.09,98.935,61.98,233.96,181.46,143.48,51.44,124.97,107.54,42.18,162.11,191.47,56.89,92.795,67.04,34.64,71.67,129.71,234.36,117.09,125.52,48.24,64.64,86.35,75.98,,5/1/2018,166.35,98.74,332.51,143.08,43.99,124,100.22,63.21,237.51,184.31,144.65,51.63,126.32,108.41,42.93,166.38,194,59,93.21,67.95,35.59,72,131.56,237,120,126.86,49.45,65.37,87.76,77.2,,5/1/2018,13282876,711974,760501,1077931,6540514,2262594,2149620,1652835,745011,750728,963341,7005650,1487958,2416937,3212441,1374530,833859,3446055,9935579,1320879,12218496,1877709,332585,588377,878274,1103132,3324719,1822995,1528754,3869557
2018-05-02,169.1,98.58,329.54,144.42,44.83,124.86,100.06,63.06,236.67,184.63,145,53.33,126.01,108.78,42.59,163.44,195.02,57.98,95,68.1,35.4,71.96,131.09,236.85,118.96,127.51,48.82,65.42,87.41,76.95,,5/2/2018,177.75,99.33,330.46,146.65,45.05,126.47,100.72,63.91,237.86,187.12,144.81,53.16,126.15,109.49,42.585,163.08,196.41,58,95.17,68.56,35.36,72.01,130.65,236.15,119.8,128.04,48.86,65.57,87.23,77.23,,5/2/2018,173.8,97.55,323.98,143.53,43.8,124.13,99.26,62.83,233.42,183.75,142.07,52.16,123.2,107.74,41.95,160.47,194.05,57.02,93.19,67.5,34.745,70.74,127.26,232.91,118.24,126.06,47.485,63.2,86.16,76.44,,5/2/2018,175.25,98,329.49,143.99,44.91,124.4,100.17,62.83,236.6,184.12,144.56,53.05,125.52,108.11,42.4,162.15,195.02,57.67,95,68.04,35.07,71.87,130.51,235.38,119.19,127.83,48.79,65.56,87.13,76.44,,5/2/2018,16471381,967698,612093,1081252,7601679,1740904,2206063,2281286,939732,1013341,1438272,7413883,2032625,3223983,3977770,1046695,904606,2913408,9481302,1799082,7433741,2900285,569696,948014,715211,1812618,4977129,1976089,1476654,3964058
2018-05-03,176.57,97.63,324.19,143.86,43.86,125.49,99.62,63.49,234.05,185.91,142.45,52.31,123.5,107.92,42.06,160.68,194.5,57.3,93.51,68.26,34.89,70.94,128.32,233.46,118.5,126.38,47.75,63.65,86.34,76.8,,5/3/2018,177.5,97.32,332.6,145.13,44.81,126.12,99.11,65.33,233.97,184.87,142.23,52.55,123.59,107.77,42.395,160.78,196.7,57.8,94.925,67.85,34.875,71.715,127.8,234.8,118.54,127.46,47.85,63.5,86.27,76.605,,5/3/2018,174.46,95.52,319.15,138.16,43.44,123.85,97.68,61.8,227.42,181.22,139.9,51.21,121.28,105.19,41.525,159.08,192.36,56.39,92.45,66.64,34.425,70.76,125.15,229.43,115.42,125.34,47.365,61.89,85.12,75.41,,5/3/2018,175.68,97.17,322.26,141.69,43.95,124.71,99.1,63.5,232.45,184.87,142.04,51.74,123.22,107.59,42.16,160.6,195.23,57.11,93,67.77,34.78,70.76,127.41,232.35,117.58,125.81,47.72,63.42,86.19,76.33,,5/3/2018,10238793,934470,1129484,1281030,8494233,2357795,2722354,3293004,1193518,978439,1573811,9441305,1914198,3485070,5092366,1009761,691231,3432775,11153765,1452860,7509339,2480718,486504,738392,1077337,1615213,4884005,2370047,1491700,3986748
2018-05-04,176.89,97.14,330.69,143.78,44.44,126.01,98.76,63.47,233.41,183.19,141.99,52.28,123.03,107.24,41.89,160.08,195.68,57.53,94.07,66.9,34.76,71.36,127.31,234.15,117.7,127.18,47.84,62.23,86.23,76.54,,5/4/2018,184.25,98.95,335.85,147.16,45.495,126.83,101.35,65.21,236.79,186.34,144.33,52.79,124.51,108.73,42.495,165.44,199.9,57.9,95.365,68.32,34.995,72.61,130.41,236.64,120.15,128.36,48.31,64.15,88.1,77.22,,5/4/2018,178.17,96.05,328.04,141.09,43.9,124.74,98.58,62.76,232.31,181.84,140.28,51.005,121.81,105.99,41.79,159.95,194.15,56.83,92.92,66.8,34.38,71.35,126.55,232.16,116.68,126.1,47.49,61.77,85.38,75.94,,5/4/2018,178.17,96.35,328.04,142.24,44.02,125.14,98.76,63.21,232.31,182.75,141.1,51.62,122.52,106.3,41.79,159.95,194.99,57.05,93.37,66.84,34.53,71.37,126.71,233.1,117.13,126.23,47.5,62.18,85.93,76.19,,5/4/2018,14555212,598029,550353,949029,6908958,1819953,2617521,1742180,616068,863882,1366175,8279576,1328367,2919939,3669519,870147,646112,2413786,7266049,1151614,7004394,2001742,473636,481514,1432058,1304542,3260512,2132253,1564740,3242510
2018-05-07,183.83,98.35,334.43,146.37,45.3,125.53,101.15,64.47,234.94,185.03,143.91,52.78,124.19,108.43,42.36,165.03,199.36,57.75,95.16,68.1,34.84,72.43,129.71,235.9,119.51,128.16,48.19,63.81,87.53,76.9,,5/7/2018,187.66,98.98,342.97,151.46,46,128.39,102.68,65.38,238.13,185.4,144.31,53.58,125.229,109.68,42.49,167.3,200.99,58.09,96.7,69.41,35.13,73.22,129.83,236.87,121.47,129.51,48.31,64,87.5,79.08,,5/7/2018,184.76,98.3,335.23,148,45.34,124.45,101.72,64.41,235.4,182.68,142.65,52.83,123.32,108.36,41.97,164.66,199.6,57.085,95.1,68.06,34.76,71.891,128.81,232.63,119.67,128.27,47.57,62.03,85.275,77.4,,5/7/2018,185.11,98.53,335.23,148.18,45.34,126.66,102.28,64.5,236,185.31,144,52.86,124.09,108.68,42.34,166.69,200.2,57.77,95.18,68.06,34.77,72.7,129.64,235.88,119.68,128.4,48.18,63.85,87.49,77.68,,5/7/2018,9981580,545243,687345,1211275,6292710,1946565,2462127,1223248,480223,988568,925633,5459309,1831631,2342214,3016409,663017,600626,3258514,6820004,1344256,6067291,1815902,346795,732453,528024,1538435,2386395,1457289,2742017,4323934
2018-05-08,185.16,98.58,340.43,149.82,45.73,124.94,102.48,64.92,237.2,183.56,143.22,53.33,123.59,109.37,42.14,165,200.26,57.38,96.22,69.34,34.93,71.98,128.99,233.78,120.89,129.26,47.73,62.3,85.47,77.74,,5/8/2018,186.2,100.37,341.91,151.07,45.86,126.73,102.62,64.84,240.66,185.3,143.5,53.63,123.45,111.34,42.07,165.59,202.09,57.42,96.15,69.23,35.09,72.06,129.63,233.72,121.8,129.96,47.6,62.6,85.845,78.16,,5/8/2018,183.68,98.5,336.66,148.6,45.385,123.63,100.84,63.76,236,182.5,142.1,52.81,121.7,109.29,41.69,163.77,199.56,56.26,95.07,68.21,34.71,71.12,127.89,230.7,120.68,128.33,46.73,61.56,84.93,76.37,,5/8/2018,185,98.78,340.28,150.48,45.82,124.8,101.14,64.49,238.5,182.5,143,53.27,122.7,109.53,42,164.38,199.72,57.37,95.87,69.2,34.81,72.05,128.98,233.72,121,129.04,47.54,62.3,85.52,77.73,,5/8/2018,7398369,872484,753558,854438,7428808,2173915,2598257,1594960,884151,964158,948476,5993918,1766767,3318070,4673337,661682,627028,2977261,7497633,1558826,9648166,2252323,343107,667046,772962,1213081,3917722,1848210,1597789,4948420
2018-05-09,186.05,99.74,338.37,149.93,45.71,126.57,101.79,64.23,237,185.04,143,53.63,122.61,110.99,41.81,164.77,201.74,56.76,95.81,68.46,34.98,71.44,128.66,232.03,121.79,129.9,47.02,62.36,85.74,78.09,,5/9/2018,187.37,100.97,346.89,153.33,46.095,130.42,102.1,66.14,242,186.5,143.01,54.37,124.04,113.64,42.22,165.21,204.68,58.405,96.97,68.47,35.4,72.54,130.21,233.34,123.19,131,47.18,63.1,83.66,80.24,,5/9/2018,185.23,99.5,338.64,150.5,45.19,128.09,99.31,64.7,237.25,183.58,141.28,53.19,122.53,111.05,41.675,163.07,201.39,56.85,95.06,67.01,34.87,71.77,128.58,228.24,121.83,129.61,46.09,62.12,82,78.97,,5/9/2018,186.58,100.37,340,150.5,45.81,128.39,102.03,64.7,237.98,185.3,141.99,53.74,122.99,111.33,41.97,165,201.84,56.97,96.02,68.42,35.02,71.79,129.39,233.05,122.39,130,47.06,62.49,82.89,79,,5/9/2018,6612746,702625,775362,1024418,7588146,3260102,3674383,2204825,581997,878232,1078278,6837391,2188087,2772166,2494777,993725,655669,2517545,9676158,1992314,4695661,2262599,313233,864229,891959,1606814,3799912,1233345,4136272,4857862
2018-05-10,187.36,100.5,344.5,152.61,46.04,128.72,99.97,66.03,241.73,186.36,142.61,54.34,123.51,113.41,41.78,164.24,203.42,57.95,96.94,67.95,35.17,72.37,129.75,229.21,123.11,130.84,46.38,62.94,83.06,79.93,,5/10/2018,190.365,101.87,348.57,155.44,46.34,129.8,102.06,67.69,245.41,187.96,144.32,55,126.02,114.44,42.36,165.63,205.63,58.73,97.95,68.24,35.31,73.34,131.15,234.25,124.27,131.75,47.285,64.25,83.76,81.79,,5/10/2018,187.7,100.31,342.41,152.93,45.67,128.4,100.35,66.09,240.19,185.97,143.02,54.105,124.08,112.75,41.94,164.42,202.5,57.93,97.05,67.33,34.93,72.69,129.5,229.69,123,130.72,46.521,63.2,82.02,80.5,,5/10/2018,187.74,100.71,344,153.33,46,129.8,100.42,66.15,241.95,185.97,143.15,54.55,124.22,113.31,41.99,164.45,202.69,58.14,97.32,68.18,35.02,72.93,129.94,230.15,123.46,131.58,46.75,63.27,82.64,80.69,,5/10/2018,6974376,855234,708927,835149,6978304,1576140,1883252,1675600,560255,959667,895463,6313210,1294569,2326533,2273177,479868,485413,2158640,7581813,1280166,8134580,2123138,221925,700138,593419,1764387,3322447,1201045,3073244,4356601
2018-05-11,190.04,101.38,344.07,153.97,46.3,128.82,101.68,66.95,243.44,187.16,144.24,54.98,125.35,114.29,42.18,165.07,205.03,58.06,97.91,67.92,35.04,73.15,130.88,233.71,124.1,131,47.2,63.81,82.69,81.72,,5/11/2018,190.05,102.66,345.35,156.7,46.27,130.75,102.21,67.61,244.91,190.78,144.85,55.185,127.59,114.72,42.46,165.98,205.37,59.97,97.87,68.53,35.56,74.1,132.09,238.75,124.91,132.09,49.06,64.56,83.52,81.96,,5/11/2018,187.45,101.27,341.1,153.77,45.78,128.52,101.26,66.715,241.73,187.5,143.58,54.43,125.86,113.68,42.05,164.85,203.67,58.13,97.04,67.92,35.07,73.06,130.72,233,123.56,130.24,47.923,62.65,81.95,80.91,,5/11/2018,189.55,101.49,343.77,154.25,46.19,129.49,101.89,67.11,243.44,187.63,144.11,54.65,126.05,114.49,42.24,165,204.74,58.23,97.74,68.03,35.16,73.65,130.99,233.58,123.87,131,48.1,63.85,82.69,81.23,,5/11/2018,7155764,692293,482979,830331,7136269,1960796,2183096,1437162,392194,1308298,1192593,5506437,1674186,2455064,1954004,946340,665785,3544405,6681207,1017976,7391795,2703009,315890,790257,793715,1558012,6254011,2085081,2392119,4646345
2018-05-14,188.59,101.42,342.46,154.86,45.93,129.84,102.07,66.93,242.92,190.31,144.14,54.67,127.24,113.86,42.14,165.39,205.16,59.69,97.7,68.43,35.5,73.37,131.25,238.28,124.48,131.82,48.62,64.09,83.38,81.28,,5/14/2018,189.52,102.09,347.73,156.4,46.225,131.05,103.49,67.75,245.86,191.56,145.12,55.24,127.61,114.7,42.315,165.98,206.03,60.075,98.68,68.885,35.92,73.77,131.73,243.6,125.64,132.45,48.9,65.22,84.79,82.32,,5/14/2018,187.86,101.15,343.97,154.4,45.69,129.82,102,67.04,243.52,189.91,144.14,54.74,125.6,113.75,41.905,164.33,204.71,59.43,97.31,68.11,35.5,73.095,129.721,238.9,124.3,130.68,48.28,64.15,83.66,81.62,,5/14/2018,189.1,101.69,344,155.61,45.93,130.24,102.47,67.19,243.6,191.52,144.42,54.9,127.35,114.05,42.25,165.51,205.66,59.68,97.82,68.6,35.5,73.7,131.51,238.9,124.39,132.08,48.67,64.26,83.92,81.7,,5/14/2018,6181499,846082,493471,986816,7154515,1746471,3643462,1936697,485129,1303099,1165417,6693216,1554182,2909886,3036374,637542,740228,2631860,5928753,1088425,5201770,2790661,301280,923927,838998,1148957,2538904,1858473,2395150,3314270
2018-05-15,188.15,101.29,344.59,155.28,45.7,130.39,102.44,67.53,243.91,191.08,144.3,54.9,126.06,113.9,42.04,164.72,205.76,59.68,98.03,68.84,35.86,73.28,130,242.9,124.98,131.21,48.49,65.1,84.39,81.83,,5/15/2018,187.06,101.21,343.75,154.4,45.55,130.21,103.31,67.43,243.94,189.25,143.99,54.75,125.78,113.8,41.92,164.49,205.57,59.795,97.85,69.52,35.775,73.41,130.34,242.22,124.73,131.4,48.28,65.38,84.88,82.02,,5/15/2018,185.11,99.99,340.31,151.71,44.935,129.25,102.14,66.51,240.72,186.12,142.95,53.56,124.42,112.58,41.46,162.33,201.67,58.91,96.34,68.23,35.48,72.602,128.85,238.7,123.47,129.9,47.62,64,83.8,81.4,,5/15/2018,186.79,100.82,342.34,153.82,45.31,130.07,102.22,67.16,243,188.04,143.5,54.6,125.54,113.7,41.78,164.27,204.96,59.38,97.48,68.31,35.74,73.29,129.2,241.86,124.22,130.51,48.05,64.58,84,81.84,,5/15/2018,7153176,1210849,914788,898003,7913979,1541674,1610329,1982561,542388,1795232,968592,7649394,1753424,3072529,4387612,749499,677498,2346559,9177193,1565861,6295287,3497612,434801,776560,797227,1473607,3422774,1643509,2646625,4101378
2018-05-16,186.44,100.74,342.12,152.59,45.48,129.74,102.92,67.15,241.56,187.98,143.74,53.92,125.13,113.03,41.72,163.06,202.41,59.2,97.32,69.5,35.69,72.95,129.86,239.5,124.55,131.1,47.79,64.61,84.52,81.79,,5/16/2018,188.45,101.24,343.51,153.87,45.54,129.69,105.04,68.09,241.8,188.98,145.01,54.69,125.89,113.69,41.93,163.94,201,60.01,97.4,71.505,35.875,73.925,130.52,241.81,125.07,131.4,48.081,65.995,86.13,82.04,,5/16/2018,186,100.28,340.34,152.41,45.01,128.3,103.15,67.04,240.61,185.9,143.61,53.955,125,112.64,41.54,161.74,199.05,59.13,96.62,69.63,35.57,72.98,129.53,238.57,124.13,130.54,47.67,64.61,84.74,81.17,,5/16/2018,186.08,100.28,342,152.55,45.38,129.45,103.24,67.09,241.27,188.92,143.7,54.15,125.43,112.8,41.8,163.24,200.98,59.32,97.27,69.72,35.75,73,129.83,240.05,124.72,131.17,47.79,64.71,84.87,81.85,,5/16/2018,5772515,855007,822515,713071,7878454,1325344,2066784,1767460,389536,1112387,915185,6056612,991386,1998317,3597993,630210,678317,2410194,6238072,2466419,4135793,2231441,253319,553606,1238234,1042748,2759568,1930281,2945431,2822002
2018-05-17,188.18,100.59,340.97,153.8,45.16,129.56,105.04,68.03,240.96,186.38,144.63,54.64,125.35,113.34,41.55,162.87,200.21,59.75,97.15,71.34,35.68,73.53,130.15,241.72,124.78,130.89,47.86,65.74,86.13,82.02,,5/17/2018,188.9,101.64,344.76,155.24,44.16,129.56,105.48,68.645,242.44,187.16,145.19,55.44,125.59,113.39,42.345,163.21,201.37,59.77,97.54,71.6,35.78,73.99,130.83,243.53,125,130.78,48.03,66.04,87.58,82.27,,5/17/2018,186.37,100.33,340.25,152.84,43.02,128.39,104.1,67.74,238.78,184.9,143.77,54.42,123.55,112.2,41.87,160.75,198.69,58.885,95.84,70.825,35.45,73.4,129.81,240.55,123.8,129.61,47.66,65.09,83.85,81.44,,5/17/2018,188,100.65,340.27,153.7,43.16,128.75,105.16,67.81,240.42,186.25,144.5,54.59,125.49,112.97,42.01,162.59,199.27,59.54,96.76,71.4,35.63,73.63,130,241.49,124.24,130.58,47.86,65.23,87,82.25,,5/17/2018,4910881,999255,665002,633113,11592241,1118026,1799799,1562970,488738,968778,802254,4903482,1526808,2081194,4111739,672514,548630,2598791,5574169,1667064,4079927,2451629,296903,515730,697887,1126210,2440337,1543714,4278829,3248186
2018-05-18,186.99,101.22,344.14,153.69,43.46,129.46,104.34,68.16,239.1,185.33,144.5,54.81,123.85,112.96,42.3,161.31,200.36,59.07,96.18,70.94,35.71,73.96,130.72,242.96,124.61,129.93,47.85,65.99,84.49,81.88,,5/18/2018,187.81,101.31,352,156.84,43.57,129.14,104.73,68.29,238.74,188.21,144.93,54.41,124.44,112.76,42.38,162.81,200.55,59.46,96.93,71.59,35.745,74.06,130.76,244.76,125.4,130.31,47.88,65.93,84.439,81.79,,5/18/2018,186.13,100.49,345.2,154.03,43.12,127.81,103.56,67.37,236.88,185.64,144,53.47,123.28,110.84,42.08,160.58,198.49,57.5,96.25,70.47,35.43,73.11,129.52,242.43,124.21,129.07,47.32,64.11,83.49,81.26,,5/18/2018,187.2,100.93,345.6,154.15,43.48,128.88,104.34,67.98,238.1,185.75,144.47,54.41,123.78,112.63,42.18,161.68,200.28,58.92,96.3,70.64,35.58,74,130.76,243.37,124.59,129.6,47.84,65.93,84.25,81.69,,5/18/2018,6028993,1476435,971005,841263,7388473,2621042,1645921,1511695,597296,1588066,801242,7018652,1818998,2915589,3678161,640954,1033993,3039971,7319204,1932633,4743555,2243426,288375,691400,773096,1512412,3296893,1342776,2781410,3590264
2018-05-21,186.31,100.99,351.23,155.71,43.21,127.86,103.93,67.57,237,187.42,144.08,53.5,124.24,111.13,42.18,160.98,198.96,59.14,96.36,71.32,35.64,73.45,129.85,244.64,125.19,129.93,47.74,64.34,83.64,81.3,,5/21/2018,189.27,102.37,365,161.51,43.94,129.41,104.64,68.78,240.06,190.66,146.02,55.22,124.98,112.53,42.52,161.93,202.89,59.32,98.01,71.67,35.865,74.25,131.96,249.17,128.31,131.5,48.5,65.09,84.54,82.35,,5/21/2018,186.92,101.5,359.01,158.71,43.42,128.27,103.61,68,237.32,188.45,144.87,53.865,123.32,111.94,42.27,160.64,200.38,58.39,96.8,70.71,35.52,73.42,130.27,245,126.28,129.99,47.75,64.29,83.84,81.53,,5/21/2018,187.92,101.66,359.88,159.9,43.47,128.9,104.49,68,239.1,188.45,144.97,54.36,124.62,112.09,42.35,161.6,200.59,59.23,96.99,71.5,35.75,73.74,130.71,245,126.41,131,47.79,64.49,84.2,81.77,,5/21/2018,5165786,590529,1491249,1352853,5972480,1434458,1620920,1573530,442855,1242765,706151,7135792,1471646,2507749,3256024,605148,506957,2783518,6811114,1738869,4842289,1790187,368294,797611,1136280,1420021,2107661,1170280,1778466,2888861
2018-05-22,187.63,102.04,363.92,158.92,43.75,129.37,104.06,68.63,237.7,189.79,145.49,54.32,123.72,112.15,42.41,161.48,201.76,58.57,97.6,71.38,35.8,74.06,131.14,247.9,128.05,130.66,48.43,64.5,84.51,82.28,,5/22/2018,188.88,103.24,364.7,159.33,43.905,130.39,105.49,68.7,240.65,190.76,146.2,55.04,124.23,114.28,42.59,162.09,202.08,59.13,98.17,72.19,36.085,74.94,132.06,248.01,129.02,131.76,49.3,65.81,84.81,82.65,,5/22/2018,186.79,102.17,354.56,156.14,43.475,128.1,104,67.33,237.98,186.52,145,54.05,122.76,112.31,42.21,159.17,198.74,58.405,97.2,71.26,35.695,73.84,130.64,243.84,127.64,130.51,48.26,64.145,83.29,81.36,,5/22/2018,188.36,102.44,364.7,159.03,43.8,128.97,104.49,68.65,238.85,190.46,145.52,54.73,123.8,112.44,42.5,162.09,201.9,58.67,97.71,71.46,35.79,74.48,131.13,247.9,128.19,131,48.3,64.83,84.5,82.39,,5/22/2018,4382490,996921,1220686,762305,5278800,1747591,1891091,1558804,696335,864926,658852,5899906,2052336,2833972,2389305,699118,517334,2925983,5103178,1898255,4364553,2073080,235030,786924,983190,1644786,4189770,969341,1813448,3619087
2018-05-23,187.16,102.7,355.02,156.2,43.65,128.23,104.07,67.47,238,186.87,145.09,54.45,122.91,113.01,42.25,159.45,198.97,58.45,97.5,71.31,35.72,74.03,131.42,245.18,127.87,130.71,48.81,64.23,83.37,81.64,,5/23/2018,188.5,102.22,359.54,157.99,43.7,128.79,103.33,67.13,237.87,187.24,144.7,55.23,123.97,112.75,42.445,161.64,198.8,59.49,98.73,71.91,36.031,74.29,131.24,245.5,127.73,131.91,48.97,63.92,83.015,82.22,,5/23/2018,185.77,100.92,351.87,153.77,42.89,126.58,102.07,66.16,234.39,184.99,143.48,53.84,122.75,111.13,41.93,159.2,196.58,58.43,96.33,70.94,35.63,73.73,130.13,241.64,126.09,129.95,48.33,62.69,82.17,80.57,,5/23/2018,186.31,101.82,352.28,154.65,43.3,127,103.14,66.88,236.88,186.97,144.35,54.04,122.87,112.4,42.25,159.62,197.95,58.51,96.68,70.99,35.69,74.04,131.1,244.03,126.81,129.98,48.74,63.78,83,80.87,,5/23/2018,6029149,811882,1334658,928509,6364277,1833251,2160560,1980105,907781,1901378,1268572,7393830,1809846,2951147,3046590,1233978,770070,3376158,8011440,2343766,6214583,2159928,484738,753654,1209611,2354668,3775051,1586158,2133491,4390017
