act_dir,rew,total_pnl,pnl,inv_pnl,buy_frac,sell_frac,curr_q,mp,sp,inv,bp,bid_vol,ask_vol,filled
1,-0.05012499999999988,-0.024999999999977263,0.0,-0.049999999999954525,1.0,0.0,0.4,99.98,0.0,10.0,99999900020.0,226.0,17.01,True
0,-0.07525000000000014,-0.05000000000002558,0.0,0.10000000000005116,0.5,0.0,0.25,99.99000000000001,0.01999999999999602,10.0,99999900020.0,250.0,12.01,True
1,-0.008333333333333331,0.0,0.0,0.0,0.6666666666666666,0.0,0.23333333333333334,99.99000000000001,0.01999999999999602,20.0,99999800020.0,550.0,12.01,True
1,0.020458333333332617,-0.07500000000014495,0.0,-0.1500000000002899,0.75,0.0,0.275,99.985,0.009999999999990905,30.0,99999700020.0,800.0,17.01,True
-1,-0.154166666666677,-13.3333333333354,-13.3333333333354,0.0,0.6,0.2,0.1,99.985,0.009999999999990905,20.0,99999800000.0,855.0,17.01,True
0,0.03308333333333357,-0.049999999999954525,0.0,-0.09999999999990905,0.5,0.16666666666666666,0.16666666666666669,99.98,0.0,20.0,99999800000.0,944.0,432.01,True
0,0.023559523809523326,-0.050000000000096634,0.0,-0.10000000000019327,0.42857142857142855,0.14285714285714285,0.2142857142857143,99.975,0.010000000000005116,20.0,99999800000.0,813.0,432.01,True
1,-0.01339285714285715,0.0,0.0,0.0,0.5,0.125,0.1875,99.975,0.010000000000005116,30.0,99999700020.0,890.0,432.01,True
1,-0.010916666666667638,-0.10000000000019327,0.0,0.20000000000038654,0.5555555555555556,0.1111111111111111,0.16666666666666666,99.98,0.0,40.0,99999600040.0,1195.0,432.01,True
0,0.016666666666666677,0.0,0.0,0.0,0.5,0.1,0.2,99.98,0.0,40.0,99999600040.0,1180.0,432.01,True
-1,-0.0424242424242121,-6.6666666666606,-6.6666666666606,0.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,99.98,0.0,30.0,99999700020.0,1163.0,432.01,True
1,-0.008075757575757115,-0.09999999999990905,0.0,0.1999999999998181,0.5,0.16666666666666666,0.16666666666666669,99.985,-0.009999999999990905,40.0,99999600040.0,1635.0,432.01,True
-1,0.013589743589725072,3.9999999999963,3.9999999999963,0.0,0.46153846153846156,0.23076923076923078,0.15384615384615383,99.985,0.009999999999990905,30.0,99999700029.0,847.0,12.01,True
-1,-0.03049450549448248,-4.999999999995401,-4.999999999995401,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714288,99.985,0.009999999999990905,20.0,99999800009.0,847.0,12.01,True
1,-0.005136904761904431,-0.07499999999993179,0.0,-0.14999999999986358,0.4666666666666667,0.26666666666666666,0.13333333333333333,99.98,0.0,30.0,99999700019.0,852.0,252.01,True
0,0.011083333333333676,-0.07499999999993179,0.0,0.14999999999986358,0.4375,0.25,0.15625,99.985,0.009999999999990905,30.0,99999700019.0,932.0,12.01,True
1,-0.004595588235294115,0.0,0.0,0.0,0.47058823529411764,0.23529411764705882,0.14705882352941177,99.985,0.009999999999990905,40.0,99999600029.0,958.0,12.01,True
0,0.009803921568627458,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.16666666666666669,99.985,0.009999999999990905,40.0,99999600029.0,609.0,12.01,True
0,0.008271929824561857,-0.09999999999990905,0.0,-0.1999999999998181,0.42105263157894735,0.21052631578947367,0.1842105263157895,99.98,0.0,40.0,99999600029.0,641.0,233.01,True
0,0.007894736842105246,0.0,0.0,0.0,0.4,0.2,0.19999999999999998,99.98,0.0,40.0,99999600029.0,731.0,233.01,True
0,0.007142857142857159,0.0,0.0,0.0,0.38095238095238093,0.19047619047619047,0.2142857142857143,99.98,0.0,40.0,99999600029.0,714.0,233.01,True
0,0.006493506493506482,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.22727272727272727,99.98,0.0,40.0,99999600029.0,895.0,233.01,True
-1,-0.042815711462417305,-7.574999999993345,-7.4999999999932,-0.1500000000002899,0.34782608695652173,0.21739130434782608,0.2173913043478261,99.975,0.010000000000005116,30.0,99999700009.0,777.0,279.01,True
-1,-0.09202898550723787,-17.4999999999983,-17.4999999999983,0.0,0.3333333333333333,0.25,0.20833333333333334,99.975,0.010000000000005116,20.0,99999799979.0,794.0,279.01,True
0,0.005583333333332846,-0.050000000000096634,0.0,0.10000000000019327,0.32,0.24,0.22,99.98,0.0,20.0,99999799979.0,1011.0,279.01,True
1,-0.004230769230769232,0.0,0.0,0.0,0.34615384615384615,0.23076923076923078,0.21153846153846154,99.98,0.0,20.0,99999799979.0,1011.0,279.01,False
1,-0.003917378917378908,0.0,0.0,0.0,0.37037037037037035,0.2222222222222222,0.20370370370370372,99.98,0.0,20.0,99999799979.0,1011.0,279.01,False
1,-0.0038875661375666172,-0.050000000000096634,0.0,-0.10000000000019327,0.39285714285714285,0.21428571428571427,0.19642857142857145,99.975,0.010000000000005116,20.0,99999799979.0,779.0,279.01,False
1,-0.0033866995073891792,0.0,0.0,0.0,0.41379310344827586,0.20689655172413793,0.1896551724137931,99.975,0.010000000000005116,20.0,99999799979.0,779.0,279.01,False
1,-0.0035359195402295458,-0.07499999999993179,0.0,0.14999999999986358,0.43333333333333335,0.2,0.18333333333333332,99.97999999999999,0.01999999999999602,30.0,99999600010.0,759.0,12.01,False
0,0.005107526881720434,0.0,0.0,0.0,0.41935483870967744,0.1935483870967742,0.1935483870967742,99.97999999999999,0.01999999999999602,30.0,99999600010.0,759.0,12.01,True
1,-0.003649193548388302,-0.12500000000024158,0.0,0.25000000000048317,0.4375,0.1875,0.1875,99.985,0.009999999999990905,50.0,99999500010.0,992.0,12.01,False
1,-0.0028409090909090884,0.0,0.0,0.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,99.985,0.009999999999990905,70.0,99999300030.0,583.0,12.01,False
1,-0.002673796791443861,0.0,0.0,0.0,0.47058823529411764,0.17647058823529413,0.1764705882352941,99.985,0.009999999999990905,90.0,99999100050.0,268.0,58.01,False
1,-0.0025210084033613356,0.0,0.0,0.0,0.4857142857142857,0.17142857142857143,0.17142857142857143,99.985,0.009999999999990905,110.0,99998900070.0,218.0,58.01,False
0,0.0031884920634933254,-0.2749999999997499,0.0,-0.5499999999994998,0.4722222222222222,0.16666666666666666,0.18055555555555558,99.98,0.0,110.0,99998900070.0,331.0,120.01,True
0,0.0029418168168180462,-0.2749999999997499,0.0,0.5499999999994998,0.4594594594594595,0.16216216216216217,0.18918918918918917,99.985,0.009999999999990905,110.0,99998900070.0,423.0,58.01,True
-1,-0.04976205870942686,-9.454545454545404,-9.454545454545404,0.0,0.4473684210526316,0.18421052631578946,0.1842105263157895,99.985,0.009999999999990905,100.0,99999000050.0,408.0,58.01,True
0,0.0027985829959525366,-0.24999999999977263,0.0,-0.49999999999954525,0.4358974358974359,0.1794871794871795,0.1923076923076923,99.98,0.0,100.0,99999000050.0,368.0,220.01,True
1,-0.003778846153844895,-0.2749999999997499,0.0,0.5499999999994998,0.45,0.175,0.1875,99.985,0.009999999999990905,110.0,99998900060.0,463.0,58.01,True
1,-0.0022865853658536606,0.0,0.0,0.0,0.4634146341463415,0.17073170731707318,0.18292682926829268,99.985,0.009999999999990905,120.0,99998800070.0,433.0,58.01,True
0,0.0037746806039488934,0.0,0.0,0.0,0.4523809523809524,0.16666666666666666,0.19047619047619047,99.985,0.009999999999990905,120.0,99998800070.0,472.0,58.01,True
0,0.0035991140642303437,0.0,0.0,0.0,0.4418604651162791,0.16279069767441862,0.19767441860465115,99.985,0.009999999999990905,120.0,99998800070.0,467.0,58.01,True
0,0.0034355179704016886,0.0,0.0,0.0,0.4318181818181818,0.1590909090909091,0.20454545454545453,99.985,0.009999999999990905,120.0,99998800070.0,482.0,58.01,True
0,0.0017828282828296542,-0.29999999999972715,0.0,0.5999999999994543,0.4222222222222222,0.15555555555555556,0.2111111111111111,99.99,0.0,120.0,99998800070.0,789.0,58.01,True
1,-0.0022946859903381633,0.0,0.0,0.0,0.43478260869565216,0.15217391304347827,0.20652173913043478,99.99,0.0,130.0,99998700080.0,896.0,58.01,True
-1,-9.913768011033872e-05,0.4195804195746007,0.4195804195746007,0.0,0.425531914893617,0.1702127659574468,0.2021276595744681,99.99,0.0,120.0,99998800070.0,903.0,123.01,True
1,-0.002105496453900707,0.0,0.0,0.0,0.4375,0.16666666666666666,0.19791666666666669,99.99,0.0,130.0,99998700080.0,888.0,123.01,True
1,-0.0037695578231276726,-0.3499999999996817,0.0,-0.6999999999993634,0.4489795918367347,0.16326530612244897,0.19387755102040816,99.985,0.009999999999990905,140.0,99998600090.0,631.0,123.01,True
1,-0.0019387755102040771,0.0,0.0,0.0,0.46,0.16,0.19,99.985,0.009999999999990905,150.0,99998500100.0,367.0,102.01,True
1,-0.0018627450980392146,0.0,0.0,0.0,0.47058823529411764,0.1568627450980392,0.18627450980392157,99.985,0.009999999999990905,160.0,99998400110.0,402.0,102.01,True
-1,-0.052092674482301725,-10.060314685298955,-9.685314685299296,0.7499999999993179,0.46153846153846156,0.17307692307692307,0.18269230769230768,99.99,0.0,150.0,99998500090.0,592.0,102.01,True
1,-0.003723512336723736,-0.40000000000077307,0.0,0.8000000000015461,0.4716981132075472,0.16981132075471697,0.17924528301886794,99.995,0.010000000000005116,160.0,99998400100.0,567.0,17.01,True
1,-0.001659678546471005,0.0,0.0,0.0,0.48148148148148145,0.16666666666666666,0.17592592592592593,99.995,0.010000000000005116,170.0,99998300100.0,469.0,12.01,True
-1,-0.012152185505106657,-2.110571781156011,-1.310571781155602,-1.6000000000008185,0.4727272727272727,0.18181818181818182,0.17272727272727273,99.985,0.009999999999990905,160.0,99998400089.0,754.0,77.01,True
1,-0.0036672077922058565,-0.42499999999961346,0.0,0.8499999999992269,0.48214285714285715,0.17857142857142858,0.16964285714285715,99.99,0.0,170.0,99998300099.0,812.0,77.01,True
-1,-0.004949609502371408,-0.6923028528552351,-0.29230285285559887,-0.7999999999992724,0.47368421052631576,0.19298245614035087,0.16666666666666669,99.985,0.009999999999990905,160.0,99998400089.0,848.0,77.01,True
0,0.002873563218390801,0.0,0.0,0.0,0.46551724137931033,0.1896551724137931,0.1724137931034483,99.985,0.009999999999990905,160.0,99998400089.0,843.0,77.01,True
0,0.0027761542957334823,0.0,0.0,0.0,0.4576271186440678,0.1864406779661017,0.17796610169491525,99.985,0.009999999999990905,160.0,99998400089.0,828.0,77.01,True
0,0.0006836158192108669,-0.3999999999996362,0.0,0.7999999999992724,0.45,0.18333333333333332,0.18333333333333335,99.99,0.0,160.0,99998400089.0,976.0,77.01,True
0,0.0025956284153005327,0.0,0.0,0.0,0.4426229508196721,0.18032786885245902,0.1885245901639344,99.99,0.0,160.0,99998400089.0,1056.0,77.01,True
