act_dir,rew,total_pnl,pnl,inv_pnl,buy_frac,sell_frac,curr_q,mp,sp,inv,bp,bid_vol,ask_vol,filled
-1,-0.00012499999999988632,-0.024999999999977263,0.0,0.049999999999954525,0.0,1.0,0.5,99.98,0.0,-10.0,99999900010.0,226.0,17.01,True
0,-0.12525000000000014,-0.05000000000002558,0.0,-0.10000000000005116,0.0,0.5,0.25,99.99000000000001,0.01999999999999602,-10.0,99999900010.0,250.0,12.01,True
-1,0.04166666666666666,0.0,0.0,-0.0,0.0,0.6666666666666666,0.3333333333333333,99.99000000000001,0.01999999999999602,-20.0,99999800030.0,550.0,12.01,True
-1,0.020458333333332617,-0.07500000000014495,0.0,0.1500000000002899,0.0,0.75,0.375,99.985,0.009999999999990905,-30.0,99999700050.0,810.0,17.01,True
1,-0.12083333333330301,-6.6666666666606,-6.6666666666606,-0.0,0.2,0.6,0.19999999999999998,99.985,0.009999999999990905,-20.0,99999800026.66,855.0,17.01,True
-1,0.024625000000000348,-0.07499999999993179,0.0,0.14999999999986358,0.16666666666666666,0.6666666666666666,0.25,99.98,0.0,-30.0,99999700046.66,944.0,432.01,True
-1,0.017357142857141884,-0.10000000000019327,0.0,0.20000000000038654,0.14285714285714285,0.7142857142857143,0.2857142857142857,99.975,0.010000000000005116,-40.0,99999600066.66,823.0,432.01,True
1,-0.04077380952388815,1.66666666665094,1.66666666665094,-0.0,0.25,0.625,0.1875,99.975,0.010000000000005116,-30.0,99999700049.98,900.0,432.01,True
0,-0.010791666666667383,-0.07500000000014495,0.0,-0.1500000000002899,0.2222222222222222,0.5555555555555556,0.16666666666666669,99.98,0.0,-30.0,99999700049.98,1205.0,432.01,True
1,-0.02500000000007864,1.66666666665094,1.66666666665094,-0.0,0.3,0.5,0.1,99.98,0.0,-20.0,99999800033.32,1190.0,432.01,True
1,0.0037878787878001512,1.6666666666509398,1.6666666666509398,-0.0,0.36363636363636365,0.45454545454545453,0.09090909090909091,99.98,0.0,-10.0,99999900016.66,1173.0,432.01,True
1,0.004545454545375888,1.666666666650937,1.666666666650937,0.0,0.4166666666666667,0.4166666666666667,0.08333333333333331,99.985,-0.009999999999990905,0.0,100000000000.0,1645.0,432.01,True
-1,-0.0032051282051282076,0.0,0.0,-0.0,0.38461538461538464,0.46153846153846156,0.0769230769230769,99.985,0.009999999999990905,-10.0,99999900010.0,857.0,12.01,True
1,-0.0027472527472527236,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.07142857142857145,99.985,0.009999999999990905,0.0,100000000000.0,847.0,12.01,True
0,0.014285714285714263,0.0,0.0,-0.0,0.4,0.4,0.09999999999999998,99.98,0.0,0.0,100000000000.0,852.0,252.01,True
0,0.012500000000000011,0.0,0.0,0.0,0.375,0.375,0.125,99.98,0.0,0.0,100000000000.0,942.0,352.01,True
1,-0.0038014705882351814,-0.024999999999977263,0.0,0.049999999999954525,0.4117647058823529,0.35294117647058826,0.11764705882352941,99.985,0.009999999999990905,10.0,99999900012.0,978.0,12.01,True
1,-0.0032679738562091387,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.11111111111111113,99.985,0.009999999999990905,20.0,99999800022.0,609.0,12.01,True
0,0.009983918128655197,-0.049999999999954525,0.0,-0.09999999999990905,0.42105263157894735,0.3157894736842105,0.13157894736842107,99.98,0.0,20.0,99999800022.0,641.0,233.01,True
0,0.00921052631578946,0.0,0.0,0.0,0.4,0.3,0.15,99.98,0.0,20.0,99999800022.0,731.0,233.01,True
-1,-0.048571428571430236,-9.000000000000336,-9.000000000000336,0.0,0.38095238095238093,0.3333333333333333,0.14285714285714288,99.98,0.0,10.0,99999900002.0,714.0,233.01,True
-1,-0.04824675324675487,-9.000000000000322,-9.000000000000322,0.0,0.36363636363636365,0.36363636363636365,0.13636363636363635,99.98,0.0,0.0,99999999982.0,895.0,233.01,True
0,0.007905138339920958,0.0,0.0,0.0,0.34782608695652173,0.34782608695652173,0.15217391304347827,99.98,0.0,0.0,99999999982.0,984.0,279.01,True
