,timestep,Type,Status,Symbol,Size,Executed_size,Price,Executed Price,ID
0,2024-01-18 19:29:12.129620,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.84,99.91979999999998,9fc5a62c-366c-4b56-a890-1d5ef2e9daaa
1,2024-01-18 19:29:13.131142,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.75,99.9108,333684d1-bd5f-409c-82c3-d90f154e187b
2,2024-01-18 19:29:14.132558,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.88,99.91216666666668,f7b93378-cc32-47cd-ace1-78cbaebf9664
3,2024-01-18 19:29:15.133386,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.94163333333336,56c1aa11-f62a-4098-91e3-8199387e77f0
4,2024-01-18 19:29:16.134974,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.83,99.90396666666668,e73f1aa8-5179-4ec5-917f-4c6096130ebd
5,2024-01-18 19:35:57.236621,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.76,99.8077,cd931ad3-865b-46a7-b4a8-cfdd6d5847a5
6,2024-01-18 19:35:58.238075,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.62,99.80066666666666,208f6904-b3a1-4a84-acc4-8834613af8e0
7,2024-01-18 19:35:59.239494,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.83,99.82999999999998,af7a6a1f-2d4a-4df3-aa57-00367b08b230
8,2024-01-18 19:36:00.240473,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.81,99.81000000000003,74f35d66-75bf-46e3-b0de-74f63d43b048
9,2024-01-18 19:36:01.241940,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.78,99.79983333333334,e72c15e1-7454-47b2-bc51-afd4b2572893
10,2024-01-18 19:42:42.302414,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.79,99.83086666666668,457ecae7-0a31-4fce-b71f-d33e949a80d0
11,2024-01-18 19:42:43.303983,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.77,99.82333333333334,1e69a4b8-a59d-4f2b-95f4-8c122d66a635
12,2024-01-18 19:42:44.306013,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.79,99.82109999999999,331a15a5-81a7-4278-a4be-44bd50d6f2a7
13,2024-01-18 19:42:45.312158,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.76,99.80979999999998,e7a53d8c-128a-4013-a008-dd43fcfd3782
14,2024-01-18 19:42:46.313630,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.81,99.82423333333335,8fddcd27-d49f-4132-a8c4-b6a18cf485b0
15,2024-01-18 19:49:27.345602,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,99.97276666666664,ce9b4692-dd93-4c93-9272-ade9aac55a5c
16,2024-01-18 19:49:28.347302,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.95999999999998,cdfa3ca4-56a2-4646-8963-fb0dfeac7d43
17,2024-01-18 19:49:29.348878,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.94833333333331,902997ef-aeeb-4b4f-af3b-376c8f3e23ab
18,2024-01-18 19:49:30.350387,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.87,99.91946666666665,2d9e7360-db56-47be-8f50-8105d65981e7
19,2024-01-18 19:49:31.351915,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.89,99.8951,a4dfdd4c-6944-4fb8-8aab-9cd520645bc7
20,2024-01-18 19:56:12.437816,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,100.00516666666667,fb01c29a-f2c6-4ea7-aad5-af42fdb0dd9c
21,2024-01-18 19:56:13.439252,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.02,100.02073333333334,c5190f21-5123-4a6b-aba0-53b77d91ba99
22,2024-01-18 19:56:14.440710,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.9783,dc668e78-ec63-4e98-a896-2e08a7c0cdc3
23,2024-01-18 19:56:15.442116,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.97,73a5d108-9696-4ae6-a926-717449b2d575
24,2024-01-18 19:56:16.443580,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.0,100.0,474837d3-98d5-480a-a524-7317a5183ff7
25,2024-01-18 20:02:57.521959,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.06,100.06653333333333,e5044d79-dd34-4d74-abd2-84c9ea75fe5e
26,2024-01-18 20:02:58.523480,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.03,100.03616666666667,3374d2fa-a2d2-4482-8d50-f58f04159200
27,2024-01-18 20:02:59.525118,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.0,100.01366666666667,3d376eb8-fb13-4507-90a2-a3e70b9f8067
28,2024-01-18 20:03:00.526626,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.97683333333335,f2daac4e-b2c6-4be9-876b-51ea4de006f5
29,2024-01-18 20:03:01.528207,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.95876666666666,d301e186-c12f-4b3e-9a13-b3a1a548d6ab
30,2024-01-18 20:09:42.539694,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.82000000000001,99.97,289ca2d1-e80a-477f-90ef-2f98ac88adae
31,2024-01-18 20:09:43.541173,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.95913333333334,a1fc7e6b-5804-46c4-a924-d7abc8a1fa9e
32,2024-01-18 20:09:44.542651,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.81,99.91603333333333,e22f6447-0483-49bd-a4d6-c401a306de98
33,2024-01-18 20:09:45.544141,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.0,100.0,71a5b3e6-de02-4bd2-842b-05c22922986a
34,2024-01-18 20:09:46.545619,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.0,100.0,09c0715c-5186-415e-adc1-98416e4c549a
35,2024-01-18 20:16:27.647290,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.97003333333333,1500c002-e380-4de4-b555-253f49fa646e
36,2024-01-18 20:16:28.648752,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.89,99.96166666666667,b9148b9d-7a6f-42a7-b0af-a6c61cbba0b8
37,2024-01-18 20:16:29.650328,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.95826666666667,4e812bdf-4000-45df-9e36-3009beab836e
38,2024-01-18 20:16:30.652092,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.0,100.0,3958bf25-efb5-4a3c-8d92-81468ad0acf0
39,2024-01-18 20:16:31.653673,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,99.97333333333331,cb232c1d-898d-478b-b759-a20a807b714e
40,2024-01-18 20:23:12.753475,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,99.93999999999997,4261f36d-a58a-4eb5-9f14-1bba0d5d33fb
41,2024-01-18 20:23:13.755120,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.91,99.92999999999999,2bcdcdd6-b74d-4842-822b-230b7d38854e
42,2024-01-18 20:23:14.756586,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.91,99.92443333333334,594b237b-7d17-4747-bcbe-4811ebb0396e
43,2024-01-18 20:23:15.757569,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.87,99.92000000000002,190fa4f5-f6fd-49c6-befd-68a3c92dd45a
44,2024-01-18 20:23:16.759089,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.87,99.90983333333332,11152e5b-9dd1-4ce0-9549-dd8dbab70139
45,2024-01-18 20:29:57.857574,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.85000000000001,99.94653333333335,5794d2d4-fb6d-4a5d-a623-56234e752f50
46,2024-01-18 20:29:58.859163,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.84,99.93706666666667,c0b4ee62-42a7-47b0-91a8-f50fe7e61577
47,2024-01-18 20:29:59.860728,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.88,99.92763333333333,dd8ac375-5971-4277-860f-e352b6f129b9
48,2024-01-18 20:30:00.862359,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.91,99.91266666666668,7bf2cf8d-6911-4c81-b8e4-bccb3e8baa00
49,2024-01-18 20:30:01.863841,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.88,99.8826,bdb73355-4915-40b3-8113-1d042ec1a4f8
50,2024-01-18 20:36:42.964349,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.91,99.94583333333333,830562d8-898f-403a-8619-d773c88fa60c
