,timestep,Type,Status,Symbol,Size,Executed_size,Price,Executed Price,ID
0,2023-10-29 21:57:18.885304,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.02,100.13036666666667,1da15846-2d2e-41fa-a86d-61950d3f5359
1,2023-10-29 21:57:19.887267,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.04,100.07866666666665,450b8088-0a4e-4cb2-8b3b-990f44f808bc
2,2023-10-29 21:57:20.889309,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.75,100.05926666666667,7cf9d01d-e4b9-4e56-bea2-46e3c4e93f9c
3,2023-10-29 21:57:21.891220,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.92,100.02190000000002,d561cf67-280c-48fc-ba52-ee8c46f142d0
4,2023-10-29 21:57:22.893348,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.19,100.19046666666665,58669abc-9501-44c7-94e2-46d76db5e8c0
5,2023-10-29 22:04:03.982832,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.22,100.26999999999998,7e15b988-cbc6-4d36-9491-71b49de3c22a
6,2023-10-29 22:04:04.984759,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.22,100.26186666666668,2e1747ac-07bb-435b-9b3f-40ac28e33c25
7,2023-10-29 22:04:05.986617,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.2,100.26166666666667,ae79ed1e-238e-4634-93e5-cceb8dc2c1b0
8,2023-10-29 22:04:06.989173,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.2,100.25596666666667,03fa7b1d-854e-46e2-aae2-e91d01de5423
9,2023-10-29 22:04:07.990430,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.25,100.25186666666667,cca2af70-4bb5-4ed0-98b8-b0dbe66f2a33
10,2023-10-29 22:10:49.083531,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.08,100.10786666666668,f05835db-d621-4f0a-a99d-2ebb1db31ac0
11,2023-10-29 22:10:50.085386,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.74000000000001,100.08893333333332,ecad8d75-fc7e-4333-89c5-f67db7356904
12,2023-10-29 22:10:51.087192,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.60000000000001,100.04230000000001,7f7c227c-f316-49bf-95f6-f838860b9463
13,2023-10-29 22:10:52.088985,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,99.97406666666664,2627140a-cb76-4be4-b172-a02c1918b13f
14,2023-10-29 22:10:53.091529,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.86,99.87433333333333,093374b9-50c7-4a70-8b96-1a07d974caa7
15,2023-10-29 22:17:34.197640,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.89,99.8909666666667,7baf4752-8fed-4fa2-b87f-0de6347edd2c
16,2023-10-29 22:17:35.199630,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.86,99.86526666666667,05063ec3-5e36-4209-86e8-ce62240c5dfd
17,2023-10-29 22:17:36.201366,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.86,99.86033333333333,366f35ae-322a-40e9-b236-bdc02fb0712e
18,2023-10-29 22:17:37.202344,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.83,99.83609999999999,ff7884d0-a1fc-4a1a-897d-3d7416c8e621
19,2023-10-29 22:17:38.204086,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.68,99.78466666666667,3a2b953f-710a-499f-ad58-bbea26203ac0
20,2023-10-29 22:24:19.242517,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.88,99.88159999999999,e4158df7-ea11-465d-a2ef-b02f6bcedcc0
21,2023-10-29 22:24:20.243897,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.84,99.87000000000002,12fefc1a-c95a-415d-b385-5874a3949040
22,2023-10-29 22:24:21.245706,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.84,99.86283333333333,94eae1d2-c9cd-4611-8ef7-828fb3372770
23,2023-10-29 22:24:22.247582,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.88,99.88,37cb9ecd-b5e1-48c0-802f-2186a0a40658
24,2023-10-29 22:24:23.250036,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.81,99.85156666666667,b51d0b00-3735-4a1a-8c67-e7e6a6cf3d68
25,2023-10-29 22:31:04.352232,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.04,100.048,aed0e23a-7d60-49f1-bdb8-44dc8f92192a
26,2023-10-29 22:31:05.355933,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.86,99.99,dfecd26b-2518-48a9-9d07-449a74cfa10b
27,2023-10-29 22:31:06.358157,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.99000000000001,99.99,40c4d067-3199-41fc-b088-889773595c38
28,2023-10-29 22:31:07.360223,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.98000000000002,4707a7a4-7420-4e25-a1f9-a5431ea24980
29,2023-10-29 22:31:08.362516,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.97223333333332,815bf50f-394c-48b0-b0bd-89ebf692f261
30,2023-10-29 22:37:49.462492,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.4,100.40000000000003,0b5f22f1-21be-48b7-9284-1222e01e9f87
31,2023-10-29 22:37:50.464386,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.36,100.36236666666666,60428fe7-a0db-40e0-9d5a-bb1713909304
32,2023-10-29 22:37:51.466369,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.33,100.33396666666667,bbcd97dc-27ff-4cff-b9ab-3defb471a8f5
33,2023-10-29 22:37:52.468222,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.28,100.29706666666668,22c4dbc5-b472-408f-9a3a-3d513f4b36f2
34,2023-10-29 22:37:53.470047,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.26,100.26100000000001,2aa560c4-7225-427b-9217-2f7a5ea3ed2f
35,2023-10-29 22:44:34.524370,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.47,100.49366666666666,d367be4c-b0c7-4b59-bb8c-3a87b45db36e
36,2023-10-29 22:44:35.526317,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.47,100.48773333333335,88a1f1d9-7d90-4165-8518-9b344e64476f
37,2023-10-29 22:44:36.528152,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.43,100.47513333333332,fb101eb8-d2ac-48db-8a48-c11cc8536a87
38,2023-10-29 22:44:37.530966,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.42,100.4617,707e9507-2c69-443d-b351-e0b32c6718f0
39,2023-10-29 22:44:38.532932,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.4,100.41776666666667,c2a550c1-5f0a-495b-802e-5f16c85e8f38
40,2023-10-29 22:51:19.535759,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.58,100.59773333333334,be399316-fcfa-4395-9f8c-3f1eb0109355
41,2023-10-29 22:51:20.537620,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.58,100.58870000000003,d291a780-c975-4aab-81cc-3b37d0e872de
42,2023-10-29 22:51:21.539466,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.56,100.58130000000001,e0534438-9f65-4425-8659-cb463db68884
43,2023-10-29 22:51:22.541316,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.53,100.5693,aba60d31-3911-4f1f-996d-3f2fe822eb60
44,2023-10-29 22:51:23.543455,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.59,100.59,d7f20723-6ec4-4d8b-ae17-4afee8acbd9d
45,2023-10-29 22:58:04.645592,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.49000000000001,100.61683333333332,bcedf58f-8975-4bff-a5de-bb41dac82267
46,2023-10-29 22:58:05.647854,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.60000000000001,100.6177,1e4ff5b1-fc58-4171-86ea-0eb2695d37dd
47,2023-10-29 22:58:06.649686,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.64,100.64000000000001,64059c89-d0d3-4b5b-8968-bec012f31216
48,2023-10-29 22:58:07.651579,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.58,100.59146666666668,fabcaeac-672b-43f1-9e4b-fb0d4e788876
49,2023-10-29 22:58:08.653278,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.62,100.62,a9ab53f6-a25c-42cd-94bf-a7f61c78236a
50,2023-10-29 23:04:49.754480,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.76,100.79343333333334,3e6b5f43-6485-4014-8de4-d5432e824639
51,2023-10-29 23:04:50.756437,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.73,100.79126666666667,b7827bbf-cdd8-48fe-91c5-f513589664b9
52,2023-10-29 23:04:51.758345,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.72,100.78773333333332,386e6b07-226d-4cbe-b485-c5eb0e52f381
53,2023-10-29 23:04:52.760176,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.75,100.78000000000003,d4b15a84-c574-4015-980e-a391cf59c8cc
54,2023-10-29 23:04:53.762004,Type.LIMIT_SELL,Status.PARTIALLY_FILLED,CS1,300,243,100.86,100.85999999999999,e037eaf2-c9ac-4a4d-8996-413fabde6b91
55,2023-10-29 23:11:34.862514,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.78,100.78353333333335,39b18087-0915-4e28-b386-3f915e8d3749
56,2023-10-29 23:11:35.864439,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.75,100.75,18fca709-cc49-42d8-8c16-bac2f598a3c6
57,2023-10-29 23:11:36.866346,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.68,100.73000000000002,cbe11376-c152-4719-a508-f33040b22fc1
58,2023-10-29 23:11:37.867648,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.64,100.72,71f2993f-3f5a-476c-955e-26a01f7afe28
59,2023-10-29 23:11:38.870061,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.64,100.71153333333334,6d81c495-c9d5-4543-acdb-b5568eb404aa
