,timestep,Type,Status,Symbol,Size,Executed_size,Price,Executed Price,ID
0,2023-10-04 23:30:13.964817,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.0,100.01949999999997,a3d5563f-2ac3-4e08-b792-20a8253ef348
1,2023-10-04 23:30:15.092497,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,100.01000000000002,c7ea7187-1cc7-4d64-b04d-7fe36b652514
2,2023-10-04 23:30:18.200388,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.94,100.00786666666666,86e9085f-1dd4-4bdc-b6d4-0a536ff54b45
3,2023-10-04 23:30:19.262838,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.9,100.0,45e68a63-5eb7-42ac-9014-d61f5d978292
4,2023-10-04 23:30:20.489420,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,100.0,100.00499999999998,748056bb-b07e-42f4-bc7e-5ef00f2e1a68
5,2023-10-04 23:33:21.807231,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,99.99966666666667,aed2dbaa-a5ac-4a82-9747-69a6a88a8991
6,2023-10-04 23:33:22.917751,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.97,99.99056666666667,66786628-0b94-4a80-a1b2-f2a11947edec
7,2023-10-04 23:33:24.242385,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.91,99.98000000000002,0c52a837-ffdd-48ba-8c7b-0bef3c1dc6f8
8,2023-10-04 23:33:25.279435,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.91,99.98273333333331,e28d03c4-059a-45b6-b0db-b4319eed2edf
9,2023-10-04 23:33:26.683301,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.87,99.94166666666665,efd33fae-db77-4e7f-ba76-65b82bec1dd9
10,2023-10-04 23:36:28.580296,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.96436666666666,a94cce3d-d81e-4460-94a5-0ec39b6738eb
11,2023-10-04 23:36:30.372621,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.95,99.9557,0b8138b2-ae6a-493d-bcd1-1ba4af85588a
12,2023-10-04 23:36:31.662746,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.92,99.92879999999998,de9e2208-1eaa-474b-9926-0bc576c86b6d
13,2023-10-04 23:36:32.688631,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.92,99.92,2b53b7c4-aef0-497b-a046-69144c64bb1b
14,2023-10-04 23:36:33.690636,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.92,99.92,05f5d0bc-a86f-42e5-abf5-2ce35aee01f4
15,2023-10-04 23:39:35.023997,Type.LIMIT_SELL,Status.PARTIALLY_FILLED,CS1,300,172,99.94,99.9463953488372,55e33105-259d-41c8-b1e5-f5bd56b51b9c
16,2023-10-04 23:39:36.141716,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.91,99.92306666666664,b5e74fcc-c6e3-43d9-86b3-1ce8ce555763
17,2023-10-04 23:39:38.073460,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.87,99.89993333333334,aa70275c-616b-4956-9970-4fb4562b1433
18,2023-10-04 23:39:39.603960,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.87,99.86999999999999,edecbbe3-467e-425d-8beb-83244119f113
19,2023-10-04 23:39:40.952731,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.87,99.86999999999999,e6fe6efb-ace4-400c-bf05-fb3a138230dd
20,2023-10-04 23:42:42.169665,Type.LIMIT_SELL,Status.FILLED,CS1,300,300,99.86,99.88,8a0eefd6-d7d8-46d4-bba2-96715ddf679a
